channel,published_at,title,view_count,like_count,hashtags,duration_seconds,comment_count,hashtags_clean
모구구,2025-11-27T10:11:00Z,메이드 카페에 버튜버가 취직하면 생기는 일 ㅋㅋㅋ,18090,643,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",697,70,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-11-23T11:02:14Z,양손을 침대에 겁박 당한 버튜버 현실 만남 이야기 ㄷㄷㄷ,41413,1192,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",504,80,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-11-20T10:40:33Z,절 좋아하는 여캠이 있다고요..??,16885,604,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",385,57,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-11-16T10:11:00Z,제발 공감 좀 해주세요!!!,14469,353,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",786,18,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-11-13T10:11:00Z,술 마시고 책임져야 할 사람들이 생겼습니다..,52677,957,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",493,89,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-11-08T10:11:00Z,걘 아니야 Pt2. (actually Pt2)｜모구구 x 제갈금자 Cover,44679,1259,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",223,93,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-11-05T10:11:00Z,그럼 도대체 나랑 왜 사겨??????,154763,2629,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",745,240,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-11-02T10:11:00Z,초면인데 순수 괴롭힘 당했습니다....,68474,1330,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",727,86,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-10-25T10:11:00Z,폐급 버튜버가 법정에 섰더니 생긴 일 ㅋㅋㅋ,26006,556,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",674,28,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-10-21T10:11:00Z,잼민이 한명도 힘든데.. 두명이라구요..?,154247,2806,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",750,162,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-10-18T10:11:00Z,폐급 버튜버를 교육하고 멘탈이 터져버린 아구님,14807,420,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",493,74,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-10-15T10:41:33Z,미녕이 : 아침에도 일어날꺼 다 일어나 야(?),100942,1783,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",869,88,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-10-09T10:11:00Z,이거보고 화를 내지 않는다면 성공입니다,24511,691,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",497,112,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-10-05T10:11:00Z,애교하다가 망가져버렸습니다..,17053,584,,483,61,
모구구,2025-10-03T10:11:00Z,도대체 무슨 기준이야...,11860,338,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",489,42,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-09-30T10:11:00Z,잘 때 누가 제 방에 들어왔습니다..,11154,355,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",482,39,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-09-28T10:11:00Z,모구구가 연애를 못하는 이유,56731,966,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",484,134,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-09-24T10:11:00Z,언제 어디서나 폐급으로 살기,8270,206,"보더랜드4, vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",579,24,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임, 보더랜드4"
모구구,2025-09-21T10:11:00Z,이런게 진짜 연애라구요...?,43303,796,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",440,43,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-09-17T10:11:00Z,역대급 수영복 신의상 최초 공개,11637,414,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",483,55,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-09-14T10:11:00Z,저와 같은 폐급들을 찾았습니다..ㄷㄷ,37179,736,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",546,58,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-09-12T10:11:00Z,제 사칭범이 생겼습니다.. [여우도시 하이라이트],86138,1221,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",559,108,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-09-06T10:30:26Z,여우도시에서 마지막까지 레전드 찍었습니다...,18015,355,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",643,36,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
모구구,2025-09-04T11:00:05Z,결국 감옥으로 직행한 폐급 간호사 모칠칠,20258,416,"vtuber, KRVtuber, 버튜버, 버츄얼, 버튜버데뷔, 블루점프, 모구구, 협동게임, 폐급, mogugu, bluejump, vrchat",665,20,"모구구, mogugu, 버튜버데뷔, 폐급, bluejump, 협동게임"
제갈금자,2026-08-27T08:30:38Z,팬아트 수위 규칙을 완화해봤더니... 이정도면 성희롱이라고,30784,1233,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",660,152,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-08-24T06:30:04Z,눙지야 술 먹다가 갑자기 프리즈는 왜 하는 거야,69781,1442,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",745,124,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-08-23T06:30:31Z,31살 손자를 CEO로 임명해 난리 난 산리오,316865,5098,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",73,239,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-08-21T06:30:05Z,원신 6년 스토리 결말 난다길래 해봤다가 사랑에 빠짐,9373,211,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",503,41,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-08-20T06:30:13Z,싸이코패스 후배에게 영화 취향을 물어봤더니... 충격입니다,54114,1112,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",1276,196,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-08-16T06:30:07Z,XX 하는 거 들키기 VS XX 하는 거 몰래 보기 ㅋㅋ,32137,757,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",823,67,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-08-13T06:30:08Z,흔한 악마 버튜버의 요리 방송 도전기!!,29642,617,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",697,239,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-08-10T06:30:29Z,납치당한 사람을 살리기 위해 돼지와 해야 한다면?...,41162,837,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",1114,133,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-08-06T06:30:05Z,실친이랑 사우나에서... 충격적인 소리를 들었다...!!,63096,1279,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",486,62,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-08-03T06:30:36Z,버튜버들에게 제일 좋아하는 웹툰 소개를 받았는데... 상태가 이상하다;,37945,801,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",1199,96,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-07-28T06:30:15Z,블루점프 4기 후배가 들어왔다는데 어딘가 익숙하다..,55723,978,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",627,80,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-07-25T08:30:02Z,충청도 화법에 대해서 알아봤더니;; 경상도는 이해 못하겠어요,58266,1152,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",978,220,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-07-22T06:30:11Z,이게 나라고? 이거 커마한 사람 고소할게요,6636,185,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",734,18,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-07-21T06:30:14Z,논란의 그 영화 '호프' 왜 까는 거지?,22772,635,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",522,287,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-07-21T06:30:08Z,738일간 나무 위에서 산 여성,141657,2988,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",88,407,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-07-18T06:30:32Z,이환 신캐 좌우로 흔들면 어떻게 될까 ㅋㅋ,6745,217,"버튜버, 제갈금자, NTE, 이환, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",570,21,"악마 버튜버, tk, 대구, TK, 경상도, 바둑, 금자, NTE, devil vtuber, 이환, 블루점프 버튜버, 사투리, 3D"
제갈금자,2026-07-15T06:30:37Z,학원 원장 실친이랑 같이 수학 문제 다 풀 때까지 노방종;,188037,3116,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",826,376,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-07-12T06:30:02Z,너무나도 슬픈 만화 완결 사유,367537,6226,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",95,135,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-07-11T06:30:03Z,내 생일 팬미팅날 방송을 점령해버린 '그 실친'...;;,198879,3490,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",656,465,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-07-09T06:30:36Z,너무 재밌어서 맨날 하다가 사장님한테 혼난 그 게임...,13304,250,"버튜버, 제갈금자, 마비노기모바일, 모비노기, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",543,19,"악마 버튜버, 모비노기, tk, 대구, TK, 경상도, 마비노기모바일, 바둑, 금자, devil vtuber, 블루점프 버튜버, 사투리, 3D"
제갈금자,2026-07-06T06:30:13Z,버튜버는 유튜브로 얼마나 벌까? 시원하게 공개합니다,58630,1442,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",562,224,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-07-03T06:30:13Z,갑자기 침투한 버튜버와 즉석 컨텐츠 ㅋㅋ,56084,1255,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",758,95,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-06-30T06:30:17Z,방송중에 후배가 갑자기 대구 본집을 습격했다... 뭐냐고!!,123547,2498,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",712,158,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-06-26T06:30:34Z,내 직업이 버튜버라면 누구와 결혼할 수 있을까?,158449,2755,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",1010,366,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-06-23T06:30:12Z,썸녀 뻑가게 하는 법 알려줄게 ㅋㅋ,31143,742,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",658,38,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-06-20T06:30:30Z,그 '커피콩 짤'을 실제로 플레이한 버튜버 반응 ㅋㅋ [브라운더스트2],32419,755,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",680,95,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-06-15T06:30:16Z,사이버펑크 애니 외전이 나왔다고...? 역대급 오열 반응,41332,1013,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",1627,124,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-06-12T06:30:23Z,파트너 스트리머들끼리 모여서 계약 비하인드 토크 했는데... 왜 나만 달라?,42306,933,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",960,67,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-06-08T06:30:12Z,공룡 덕후 버튜버가 보는 스테고사우르스의 짝짓기 방법,32587,757,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",703,132,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-06-05T06:30:04Z,남자들은 다 안다는 썬더일레븐 기술? 대체 이게 뭔데...,42375,728,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",543,212,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-06-01T08:30:04Z,제갈금자 모구구... 남자 때문에 블루점프 해체 위기?!,47922,835,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",863,76,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-05-26T08:30:11Z,보컬로이드가 버튜버에요?,19594,570,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",801,221,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-05-22T06:30:18Z,내가 악마 버튜버라 불리는 이유,42039,721,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK, 내가 악마 버튜버라 불리는 이유, 좀보이드",1090,59,"악마 버튜버, tk, 내가 악마 버튜버라 불리는 이유, 대구, TK, 경상도, 바둑, 좀보이드, 금자, devil vtuber, 블루점프 버튜버, 사투리, 3D"
제갈금자,2026-05-19T08:30:30Z,블루점프 멤버들이랑 모구구 첫 데뷔 영상 고로시 하기 ㅋㅋㅋ,154898,2515,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",966,136,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-05-16T06:30:18Z,니케 뉴비인데 무료 1뽑에 스타 아니스 나왔네요 ㅠ 이거 잘 나온 건가요?,9762,299,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",505,61,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-05-13T06:42:04Z,역대급 카레이싱 경기 중 일어난 갈등...?!,10354,263,"NTE, 이환, 이환4월29일출시, 버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",997,20,"악마 버튜버, tk, 대구, TK, 경상도, 바둑, 이환4월29일출시, 금자, NTE, devil vtuber, 이환, 블루점프 버튜버, 사투리, 3D"
제갈금자,2026-05-09T06:30:32Z,요즘 버튜버 충격적인 팬미팅 근황,323582,4193,"NTE, 이환, 이환4월29일출시, 버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",721,834,"악마 버튜버, tk, 대구, TK, 경상도, 바둑, 이환4월29일출시, 금자, NTE, devil vtuber, 이환, 블루점프 버튜버, 사투리, 3D"
제갈금자,2026-05-05T06:30:18Z,싸이코패스 후배와 죽음의 ASMR 데시벨 게임...,53827,1195,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",720,90,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-05-03T06:30:14Z,소드아트온라인 처음 봤는데 이거 원래 이렇게 야한 건가요?,19994,468,"버튜버, 제갈금자, 작혼, 소드아트온라인, 작혼3주년, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",530,62,"악마 버튜버, tk, 작혼3주년, 대구, TK, 경상도, 바둑, 작혼, 금자, devil vtuber, 블루점프 버튜버, 사투리, 3D, 소드아트온라인"
제갈금자,2026-04-30T06:30:02Z,내 실친은 너네가 생각하는 그런 청순한 여자가 아니라고!!,266548,3764,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",480,520,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-04-27T06:30:26Z,바람녀 브래지어 뺏은 죄로 고소를 당할 수 있나요?,82403,1538,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",1489,121,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-04-23T08:30:10Z,시청자에게 먹일 음식을 직접 만들어보았다.,65249,1193,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",630,302,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
제갈금자,2026-04-18T08:30:11Z,버튜버로 데뷔한 엄마가 방송을 너무 잘한다...,175548,3818,"버튜버, 제갈금자, 버츄얼, 버추얼, vtuber, 3D, 아프리카, 금자, 악마 버튜버, 블루점프, 블루점프 버튜버, devil vtuber, 바둑, 사투리, 경상도, 대구, tk, TK",690,244,"바둑, 경상도, 블루점프 버튜버, 악마 버튜버, 사투리, 3D, tk, 대구, 금자, devil vtuber, TK"
